date,account_id,currency,eod_balance_cny,source_system,as_of,visibility_scope
2026-01-28,AC-006,CNY,8141786.08,CORE_ACCOUNT,2026-01-28,BANK_VISIBLE_ONLY
2026-01-28,AC-007,CNY,5996439.99,CORE_ACCOUNT,2026-01-28,BANK_VISIBLE_ONLY
2026-01-28,AC-008,CNY,11081850.14,CORE_ACCOUNT,2026-01-28,BANK_VISIBLE_ONLY
2026-01-28,AC-009,CNY,2112715.62,CORE_ACCOUNT,2026-01-28,BANK_VISIBLE_ONLY
2026-01-29,AC-001,CNY,50371057.11,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-002,CNY,23600058.12,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-003,CNY,3239885.57,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-004,CNY,17992979.04,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-006,CNY,8039549.26,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-007,CNY,5875307.07,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-008,CNY,10521391.19,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-29,AC-009,CNY,1980931.03,CORE_ACCOUNT,2026-01-29,BANK_VISIBLE_ONLY
2026-01-30,AC-001,CNY,47552361.25,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-002,CNY,23551876.7,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-003,CNY,2816378.17,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-004,CNY,19044990.98,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-006,CNY,8086816.27,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-007,CNY,5846655.84,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-008,CNY,11441768.46,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-30,AC-009,CNY,2165318.57,CORE_ACCOUNT,2026-01-30,BANK_VISIBLE_ONLY
2026-01-31,AC-001,CNY,46896858.11,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-002,CNY,24720549.69,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-003,CNY,2977836.91,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
2026-01-31,AC-004,CNY,18909202.97,CORE_ACCOUNT,2026-01-31,BANK_VISIBLE_ONLY
